Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2025-04-21,228.99000549316406,231.80999755859375,226.33999633789062,230.6300048828125,8716200
2025-04-22,235.58999633789062,235.99000549316406,231.3699951171875,231.97999572753906,10701400
2025-04-23,240.8800048828125,246.7899932861328,240.0,240.22000122070312,14126800
2025-04-24,244.63999938964844,245.47000122070312,237.5800018310547,239.74000549316406,9055200
2025-04-25,243.5500030517578,245.6199951171875,241.75,244.64999389648438,8588600
2025-04-28,243.22000122070312,246.83999633789062,240.83999633789062,244.55999755859375,7394300
2025-04-29,244.6199951171875,245.25,241.69000244140625,242.19000244140625,7216800
2025-04-30,244.6199951171875,245.22000122070312,238.42999267578125,241.2100067138672,12991700
2025-05-01,246.88999938964844,248.4499969482422,242.1699981689453,242.83999633789062,8689600
2025-05-02,252.50999450683594,253.6199951171875,249.4600067138672,251.25999450683594,7165000
2025-05-05,252.55999755859375,255.16000366210938,250.58999633789062,251.17999267578125,5450700
2025-05-06,249.25,252.64999389648438,249.0,250.0,6369900
2025-05-07,249.38999938964844,252.4499969482422,248.8300018310547,249.85000610351562,8724100
2025-05-08,253.47000122070312,255.8800048828125,251.5500030517578,251.57000732421875,8320100
2025-05-09,253.0800018310547,255.50999450683594,252.33999633789062,254.5,5087600
2025-05-12,260.04998779296875,263.6000061035156,258.70001220703125,262.8999938964844,9603900
2025-05-13,263.010009765625,263.6700134277344,260.3900146484375,261.0299987792969,8589000
2025-05-14,265.6400146484375,266.6400146484375,262.2900085449219,263.0,8643100
2025-05-15,267.489990234375,269.5199890136719,264.760009765625,266.9700012207031,9214600
2025-05-16,267.55999755859375,268.4599914550781,264.7099914550781,267.5,8925900
2025-05-19,267.4700012207031,268.30999755859375,264.8902893066406,265.54998779296875,2398667
