Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2025-04-21,484.6600036621094,493.5,479.79998779296875,491.3299865722656,16166000
2025-04-22,500.2799987792969,506.8800048828125,486.3599853515625,491.8699951171875,17399400
2025-04-23,520.27001953125,535.3400268554688,516.52001953125,528.530029296875,18173900
2025-04-24,533.1500244140625,533.9000244140625,517.5,518.72998046875,13910000
2025-04-25,547.27001953125,549.8599853515625,536.25,546.7999877929688,17098900
2025-04-28,549.739990234375,558.489990234375,540.5900268554688,555.6400146484375,15179000
2025-04-29,554.4400024414062,556.5700073242188,544.1199951171875,546.0,11835000
2025-04-30,549.0,549.0999755859375,529.5,538.4000244140625,29244000
2025-05-01,572.2100219726562,592.9500122070312,570.5,592.0800170898438,31159000
2025-05-02,597.02001953125,604.3400268554688,578.3300170898438,583.4600219726562,24739300
2025-05-05,599.27001953125,603.2100219726562,588.0499877929688,591.219970703125,13887700
2025-05-06,587.3099975585938,596.030029296875,586.5800170898438,592.530029296875,10600700
2025-05-07,596.8099975585938,603.0800170898438,586.6699829101562,590.3599853515625,13139100
2025-05-08,598.010009765625,611.2999877929688,596.6199951171875,606.2899780273438,14622800
2025-05-09,592.489990234375,606.969970703125,591.7100219726562,603.719970703125,10427300
2025-05-12,639.4299926757812,640.3900146484375,621.030029296875,630.9199829101562,21965100
2025-05-13,656.030029296875,660.9199829101562,642.8300170898438,645.5399780273438,18570800
2025-05-14,659.3599853515625,662.6699829101562,654.3099975585938,661.2100219726562,12348200
2025-05-15,643.8800048828125,657.3099975585938,638.5800170898438,654.280029296875,14341800
2025-05-16,640.3400268554688,640.4400024414062,626.1500244140625,637.9600219726562,18405900
2025-05-19,637.5900268554688,641.469970703125,627.9000244140625,628.25,3225215
